/home/gorgsss/.local/lib/python3.8/site-packages/gym/logger.py:30: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  warnings.warn(colorize('%s: %s'%('WARN', msg % args), 'yellow'))
Using cuda device
Logging to ./logger/PPO_160
-----------------------------
| time/              |      |
|    learning_rate        | 0.002       |
|    loss                 | 0.431       |
|    n_updates            | 2250        |
|    policy_gradient_loss | -0.0187     |
|    std                  | 0.789       |
|    value_loss           | 0.928       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 521        |
| time/                   |            |
|    fps                  | 119        |
|    iterations           | 227        |
|    time_elapsed         | 3886       |
|    total_timesteps      | 464896     |
| train/                  |            |
|    approx_kl            | 0.02079557 |
|    clip_fraction        | 0.339      |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.43      |
|    explained_variance   | -7.3e+04   |
|    learning_rate        | 0.002      |
|    loss                 | 0.284      |
|    n_updates            | 2260       |
|    policy_gradient_loss | -0.0151    |
|    std                  | 0.786      |
|    value_loss           | 0.549      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 516         |
| time/                   |             |
|    fps                  | 119         |
|    iterations           | 228         |
|    time_elapsed         | 3900        |
|    total_timesteps      | 466944      |
| train/                  |             |
|    approx_kl            | 0.035092667 |
|    average_reward       | 19.4        |
|    clip_fraction        | 0.355       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.4        |
|    explained_variance   | -9.77e+04   |
|    learning_rate        | 0.002       |
|    loss                 | 0.319       |
|    n_updates            | 2270        |
|    policy_gradient_loss | -0.0135     |
|    std                  | 0.783       |
|    value_loss           | 0.642       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 516         |
| time/                   |             |
|    fps                  | 119         |
|    iterations           | 229         |
|    time_elapsed         | 3913        |
|    total_timesteps      | 468992      |
| train/                  |             |
|    approx_kl            | 0.025044128 |
|    clip_fraction        | 0.286       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.36       |
|    explained_variance   | -1.81e+05   |
|    learning_rate        | 0.002       |
|    loss                 | 0.391       |
|    n_updates            | 2280        |
|    policy_gradient_loss | -0.0163     |
|    std                  | 0.778       |
|    value_loss           | 0.779       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 510        |
| time/                   |            |
|    fps                  | 119        |
|    iterations           | 230        |
|    time_elapsed         | 3925       |
|    total_timesteps      | 471040     |
| train/                  |            |
|    approx_kl            | 0.02632524 |
|    average_reward       | 13.1       |
|    clip_fraction        | 0.371      |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.31      |
|    explained_variance   | -4.66e+05  |
|    learning_rate        | 0.002      |
|    loss                 | 0.327      |
|    n_updates            | 2290       |
|    policy_gradient_loss | -0.0212    |
|    std                  | 0.774      |
|    value_loss           | 0.689      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 510         |
| time/                   |             |
|    fps                  | 120         |
|    iterations           | 231         |
|    time_elapsed         | 3938        |
|    total_timesteps      | 473088      |
| train/                  |             |
|    approx_kl            | 0.039173387 |
|    clip_fraction        | 0.387       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.3        |
|    explained_variance   | -6.84e+03   |
|    learning_rate        | 0.002       |
|    loss                 | 0.35        |
